"year","location_code","prodinit_ippu_plastic_tonne"
2011,"IDN",2935526.35226474
2012,"IDN",3109628.43715904
2013,"IDN",3344340.32647531
2014,"IDN",3459149.27564339
2015,"IDN",3744028.76078579
2016,"IDN",4227211.37373932
2017,"IDN",4368527.48161378
2018,"IDN",4386907.3129369
2019,"IDN",4970829.23589362
2020,"IDN",4691252.05074089
2010,"IND",3655024.67826342
2011,"IND",3712725.57203782
2012,"IND",3845464.72272085
2013,"IND",4720493.89735107
2014,"IND",5396415.82641521
2015,"IND",6529627.85653483
2016,"IND",6978514.67078229
2017,"IND",7589237.89958224
2018,"IND",8544681.57868832
2019,"IND",9076745.57283271
2020,"IND",7620432.18857848
2010,"IRL",347209.200428427
2011,"IRL",382446.305632737
2012,"IRL",346578.817559673
2013,"IRL",387682.522161887
2014,"IRL",371045.613620528
2015,"IRL",368613.14634302
2016,"IRL",338772.166129735
2017,"IRL",372202.181455202
2018,"IRL",408964.834878815
2019,"IRL",339396.657111355
2020,"IRL",326225.608104261
2010,"IRN",2072031.44727482
2011,"IRN",2522427.10935019
2012,"IRN",1812541.79054484
2013,"IRN",1938328.53098153
2014,"IRN",2178987.14285435
2015,"IRN",2501857.6189292
2016,"IRN",2479836.76551328
2017,"IRN",2619034.74914822
2018,"IRN",1656345.73754551
2019,"IRN",1796201.46345378
2020,"IRN",1928627.96503239
2010,"IRQ",268930.657384223
2011,"IRQ",341719.231296479
2012,"IRQ",337204.60562262
2013,"IRQ",630144.210807455
2014,"IRQ",526907.422857669
2015,"IRQ",506124.94072804
2016,"IRQ",685722.824763165
2017,"IRQ",878766.345263392
2018,"IRQ",896714.435373263
2019,"IRQ",420394.917600036
2020,"IRQ",435028.914975836
2010,"ISL",23698.4902109548
2011,"ISL",22218.6795728675
2012,"ISL",21393.9536861083
2013,"ISL",23553.0940367021
2014,"ISL",25824.3614964853
2015,"ISL",26369.52924709
2016,"ISL",31494.7931777019
2017,"ISL",33788.1517193567
2018,"ISL",34199.3632742434
2019,"ISL",37444.3645000546
2020,"ISL",39511.9566746745
2010,"ISR",994588.532957488
2011,"ISR",1073066.26648334
2012,"ISR",1059445.46142959
2013,"ISR",1171194.56149445
2014,"ISR",1236108.99969673
2015,"ISR",1312076.77632686
2016,"ISR",1385895.35465682
2017,"ISR",1568983.09645428
2018,"ISR",1589285.37886262
2019,"ISR",1654580.55075093
2020,"ISR",1650882.1983414
2010,"ITA",11943569.2148866
2011,"ITA",12364223.8383344
2012,"ITA",11437178.6841879
2013,"ITA",12061326.6880643
2014,"ITA",12142270.6500332
2015,"ITA",11385934.5347323
2016,"ITA",11860125.7394301
2017,"ITA",12182327.9895308
2018,"ITA",12516155.0842668
2019,"ITA",12037549.174191
2020,"ITA",11150244.0433683
2010,"JAM",27975.5955456708
2011,"JAM",24591.3057165184
2012,"JAM",33858.7006257891
2013,"JAM",29381.4187385831
2014,"JAM",27644.3772044754
2015,"JAM",39043.7759426143
2016,"JAM",38173.1957319621
2017,"JAM",34409.9105640365
2018,"JAM",37487.2158903309
2019,"JAM",37748.2858024121
2020,"JAM",40936.2795187436
2010,"JOR",104357.087412883
2011,"JOR",116542.080096312
2012,"JOR",148568.105257475
2013,"JOR",177703.035004138
2014,"JOR",179366.684128219
2015,"JOR",195035.241466103
2016,"JOR",175589.766060407
2017,"JOR",176019.315004759
2018,"JOR",177451.376109197
2019,"JOR",179059.932884276
2020,"JOR",193026.65255859
2010,"JPN",24971500.6596982
2011,"JPN",25006730.640944
2012,"JPN",25210406.4048121
2013,"JPN",20592981.7575043
2014,"JPN",18200858.4693072
2015,"JPN",18276945.2478345
2016,"JPN",21442103.0053486
2017,"JPN",20868142.5714094
2018,"JPN",20585716.8310764
2019,"JPN",21049753.8072674
2020,"JPN",21199748.8144966
2010,"KAZ",259361.897006695
2011,"KAZ",357348.578089094
2012,"KAZ",448674.551400547
2013,"KAZ",485977.507603665
2014,"KAZ",503031.795226356
2015,"KAZ",408544.061248872
2016,"KAZ",351154.59359089
2017,"KAZ",479787.735996877
2018,"KAZ",476239.039047202
2019,"KAZ",473179.375313836
2020,"KAZ",448732.227177332
2010,"KEN",195737.453995753
2011,"KEN",175831.316785293
2012,"KEN",240458.24479773
2013,"KEN",282339.699197588
2014,"KEN",311403.72939576
2015,"KEN",363911.308498838
2016,"KEN",391261.062404599
2017,"KEN",369082.590058751
2018,"KEN",428119.581746039
2019,"KEN",447556.720580142
2020,"KEN",497755.602023609
2010,"KGZ",16895.423777668
2011,"KGZ",20680.0089781144
2012,"KGZ",19469.453069956
2013,"KGZ",25411.9307410701
2014,"KGZ",22075.4800238565
2015,"KGZ",22714.2038147556
2016,"KGZ",23725.0103501908
2017,"KGZ",26621.102717832
2018,"KGZ",31062.5351947055
2019,"KGZ",33834.0643816976
2020,"KGZ",29830.1862236017
2010,"KHM",30778.4928852748
2011,"KHM",35697.3764371681
2012,"KHM",48111.3196554843
2013,"KHM",52219.3657170135
2014,"KHM",62000.0272952742
2015,"KHM",76585.9939564606
2016,"KHM",81738.078848935
2017,"KHM",96434.1889192559
2018,"KHM",116967.40330866
2019,"KHM",153424.41593652
2020,"KHM",167732.633996541
2010,"KIR",329.128068528233
2011,"KIR",115.175078515473
2012,"KIR",404.241834895564
2013,"KIR",277.279609869112
2014,"KIR",171.811295840054
2015,"KIR",321.341279637043
2016,"KIR",311.575023087358
2017,"KIR",304.176616490571
2018,"KIR",430.097113950701
2019,"KIR",167.228432846936
2020,"KIR",265.295334688447
2010,"KOR",6281623.97086937
2011,"KOR",5846924.16108415
2012,"KOR",6085026.43481696
2013,"KOR",6781243.94579685
2014,"KOR",7326845.90953447
2015,"KOR",8056390.59125857
2016,"KOR",8625982.67883348
2017,"KOR",9108512.38807648
2018,"KOR",9741649.67818003
2019,"KOR",9762051.19307571
2020,"KOR",9529551.06882147
2010,"KWT",349393.956588301
2011,"KWT",379252.688981138
2012,"KWT",311929.487475064
2013,"KWT",342625.988782638
2014,"KWT",302579.719813026
2015,"KWT",280582.671626649
2016,"KWT",283601.656207866
2017,"KWT",301403.306652654
2018,"KWT",277834.810140558
2019,"KWT",301399.661580994
2020,"KWT",313060.394784889
2010,"LAO",13657.7830189415
2011,"LAO",12984.8924818073
2012,"LAO",15401.1876676799
2013,"LAO",17795.1679327057
2014,"LAO",23349.3889349265
2015,"LAO",28158.1518275453
2016,"LAO",36909.730318889
2017,"LAO",21179.4717403565
2018,"LAO",21179.4717403565
2019,"LAO",21179.4717403565
2020,"LAO",21179.4717403565
2010,"LBN",95639.8233422442
2011,"LBN",91303.9496467505
2012,"LBN",123333.564887082
2013,"LBN",137301.345825274
2014,"LBN",156512.907016635
2015,"LBN",162587.940960192
2016,"LBN",167632.987760206
2017,"LBN",175369.828051454
2018,"LBN",190174.37539157
2019,"LBN",175635.431267516
2020,"LBN",131316.057540666
2010,"LBY",159131.445001338
2011,"LBY",63605.670527702
2012,"LBY",155470.894695979
2013,"LBY",131301.663197437
2014,"LBY",109317.625465665
2015,"LBY",108690.629310472
2016,"LBY",106679.59205733
2017,"LBY",117161.092962729
2018,"LBY",117585.644694049
2019,"LBY",115487.29449509
2020,"LBY",118443.155240779
2010,"LKA",255657.545204928
2011,"LKA",255657.545204928
2012,"LKA",255657.545204928
2013,"LKA",255657.545204928
2014,"LKA",255657.545204928
2015,"LKA",244428.037059538
2016,"LKA",250725.996612603
2017,"LKA",248769.054723361
2018,"LKA",249912.509199358
2019,"LKA",242544.508007897
2020,"LKA",297565.165626813
2010,"LSO",2659.90888241222
2011,"LSO",3254.81023493945
2012,"LSO",3286.54783362293
2013,"LSO",5428.7783082228
2014,"LSO",3456.56962555734
2015,"LSO",3160.14034172781
2016,"LSO",3120.45035640813
2017,"LSO",2929.91424338233
2018,"LSO",3400.51205808213
2019,"LSO",3700.03540708551
2020,"LSO",2910.21280436321
2010,"LTU",272425.061687847
2011,"LTU",286405.622331886
2012,"LTU",274471.589691341
2013,"LTU",310156.287663115
2014,"LTU",349267.268748771
2015,"LTU",309076.298840938
2016,"LTU",336732.380173607
2017,"LTU",353422.784460551
2018,"LTU",404694.555294394
2019,"LTU",385425.496614941
2020,"LTU",371536.07350288
2010,"LUX",130456.168548614
2011,"LUX",132877.581854349
2012,"LUX",126809.653161
2013,"LUX",133765.734031484
2014,"LUX",127223.992671322
2015,"LUX",116412.174184262
2016,"LUX",119205.42886723
2017,"LUX",123630.109901727
2018,"LUX",133036.104024695
2019,"LUX",126144.354153174
2020,"LUX",114399.301009976
2010,"LVA",106030.517543447
2011,"LVA",103190.59885616
2012,"LVA",107348.915235356
2013,"LVA",120617.489208661
2014,"LVA",121036.777161444
2015,"LVA",114762.12638552
2016,"LVA",125084.208602575
2017,"LVA",139736.488297663
2018,"LVA",155802.106157643
2019,"LVA",156670.825928649
2020,"LVA",144701.075319713
2010,"MAC",25057.2099299056
2011,"MAC",26774.6165329298
2012,"MAC",34486.0880947135
2013,"MAC",52119.8929620066
2014,"MAC",45981.0858375105
2015,"MAC",51536.9235793696
2016,"MAC",42388.8661799355
2017,"MAC",41549.3096948432
2018,"MAC",34395.4126197053
2019,"MAC",33329.8204103996
2020,"MAC",15084.3068740665
2010,"MAR",259525.927776794
2011,"MAR",270123.666373033
2012,"MAR",268151.779923804
2013,"MAR",319681.626409327
2014,"MAR",375932.661171433
2015,"MAR",410598.156069701
2016,"MAR",388908.053031402
2017,"MAR",424681.617842421
2018,"MAR",463678.81127204
2019,"MAR",523293.89913791
2020,"MAR",510732.736423762
2010,"MDA",30012.5157937228
2011,"MDA",33359.3815034195
2012,"MDA",35942.6095812897
2013,"MDA",37910.5028599556
2014,"MDA",38960.4395024594
2015,"MDA",34871.747446724
2016,"MDA",36248.1939375276
2017,"MDA",45383.1777340168
2018,"MDA",52815.7491280737
2019,"MDA",56481.4385020001
2020,"MDA",56662.9892495498
2010,"MDG",17230.4875561748
2011,"MDG",22000.7691725908
2012,"MDG",26966.7029739556
2013,"MDG",27243.3550238336
2014,"MDG",29574.3977689226
2015,"MDG",29760.9548633503
2016,"MDG",33897.2378359268
2017,"MDG",34474.4579799698
2018,"MDG",34617.766515089
2019,"MDG",37844.2915774326
2020,"MDG",35621.9547800087
2010,"MDV",7777.70372595306
2011,"MDV",7777.70372595306
2012,"MDV",7777.70372595306
2013,"MDV",7777.70372595306
2014,"MDV",5124.7407966255
2015,"MDV",6507.61873756498
2016,"MDV",8051.04115711781
2017,"MDV",8572.73956636067
2018,"MDV",9851.22754497255
2019,"MDV",9053.86465811827
2020,"MDV",7282.69362091163
2010,"MEX",5324737.25280989
2011,"MEX",5518940.18359264
2012,"MEX",6050411.76294754
2013,"MEX",6614371.32686976
2014,"MEX",6807905.34527512
2015,"MEX",6760267.21003538
2016,"MEX",6368468.03731188
2017,"MEX",6316862.87147002
2018,"MEX",6503245.50889712
2019,"MEX",6558685.20976036
2020,"MEX",5656888.15588946
2010,"MHL",156.955312043846
2011,"MHL",1383.56121861868
2012,"MHL",241.377203983694
2013,"MHL",188.489269313449
2014,"MHL",308.518925621325
2015,"MHL",547.616155287313
2016,"MHL",2828.35877827649
2017,"MHL",6606.70027879984
2018,"MHL",6966.25254639756
2019,"MHL",2831.79573626142
2020,"MHL",1275.16797179599
2010,"MKD",36910.1845231113
2011,"MKD",40598.3928317831
2012,"MKD",41129.5643902619
2013,"MKD",50123.6854828807
2014,"MKD",45650.553553435
2015,"MKD",44076.3986460374
2016,"MKD",46257.5228152774
2017,"MKD",43808.2325139459
2018,"MKD",49628.4538626594
2019,"MKD",49898.2074183657
2020,"MKD",50473.068157731
2010,"MLI",16471.215849247
2011,"MLI",21209.8124778411
2012,"MLI",21492.2329002356
2013,"MLI",22798.2524938603
2014,"MLI",22292.6233008847
2015,"MLI",25612.7523476319
2016,"MLI",24087.1420502719
2017,"MLI",26942.8036592961
2018,"MLI",29879.83077566
2019,"MLI",29392.5464064938
2020,"MLI",25278.0554252933
2010,"MLT",17286.0093129889
2011,"MLT",17315.7729025812
2012,"MLT",18669.7653192785
2013,"MLT",19009.1531037036
2014,"MLT",19954.1304667878
2015,"MLT",19309.2002665934
2016,"MLT",18458.3432019945
2017,"MLT",21579.9091464783
2018,"MLT",23440.7430244249
2019,"MLT",23995.2971991271
2020,"MLT",19735.323025447
2010,"MMR",347801.918716487
2011,"MMR",524039.065018003
2012,"MMR",715598.972761684
2013,"MMR",319105.341271448
2014,"MMR",286867.776310968
2015,"MMR",266767.166005759
2016,"MMR",232157.553984018
2017,"MMR",224261.331879702
2018,"MMR",254711.492624207
2019,"MMR",316904.941394506
2020,"MMR",323598.413201158
2010,"MNE",9505.51468805783
2011,"MNE",10288.0293665486
2012,"MNE",9921.7294493839
2013,"MNE",10250.3646280225
2014,"MNE",12030.7230270132
2015,"MNE",10092.2271401602
2016,"MNE",12628.7606093467
2017,"MNE",12796.7885822962
2018,"MNE",16774.7205893291
2019,"MNE",15289.0487512082
2020,"MNE",12966.1090815046
2010,"MNG",12606.7405028978
2011,"MNG",14740.6128711038
2012,"MNG",21113.8643489057
2013,"MNG",24105.2955529402
2014,"MNG",21647.9901895305
2015,"MNG",17926.9102160797
2016,"MNG",13862.5940346466
2017,"MNG",15013.574162089
2018,"MNG",14735.1072441074
2019,"MNG",17150.4853887618
2020,"MNG",17097.7792530283
2010,"MNP",125.447630805283
2011,"MNP",99.6817756847311
2012,"MNP",103.121333047105
2013,"MNP",178.761022974078
2014,"MNP",223.651078831817
2015,"MNP",233.73192373532
2016,"MNP",255.805222861777
2017,"MNP",344.26846634677
2018,"MNP",207.450643593385
2019,"MNP",292.316480163916
2020,"MNP",206.423557804418
2010,"MOZ",28368.7010597942
2011,"MOZ",29506.1298204554
2012,"MOZ",26614.6781752702
2013,"MOZ",28709.4762134134
2014,"MOZ",31330.0647483464
2015,"MOZ",40058.4777176249
2016,"MOZ",26357.6354613206
2017,"MOZ",34549.3571678593
2018,"MOZ",32981.6149388765
2019,"MOZ",35397.0523627178
2020,"MOZ",37693.0884934152
2010,"MRT",7547.1330541649
2011,"MRT",12492.3861205804
2012,"MRT",9687.39531434641
2013,"MRT",8743.97286827311
2014,"MRT",9959.40113504249
2015,"MRT",11105.3500294481
2016,"MRT",19413.7829216637
2017,"MRT",15229.8906173172
2018,"MRT",13893.1775631703
2019,"MRT",13363.6877224873
2020,"MRT",12690.3108911854
2010,"MUS",17941.415877396
2011,"MUS",20652.9368556366
2012,"MUS",20081.3446577071
2013,"MUS",20849.0781376819
2014,"MUS",23830.4183114187
2015,"MUS",24957.9490337001
2016,"MUS",25965.2226095792
2017,"MUS",28371.0540109648
2018,"MUS",36354.6835064587
2019,"MUS",36037.5242629414
2020,"MUS",26795.4095318988
2010,"MYS",1168064.62793524
2011,"MYS",1308222.75070574
2012,"MYS",1432697.74139492
2013,"MYS",1584919.05165557
2014,"MYS",1765174.49001788
2015,"MYS",1842423.00870019
2016,"MYS",1859476.09560492
2017,"MYS",1852979.27988459
2018,"MYS",2273115.12866065
2019,"MYS",2473732.74764514
2020,"MYS",2200039.00597944
2010,"NAM",23442.3810113087
2011,"NAM",23777.8338358397
2012,"NAM",25240.0202249245
2013,"NAM",26335.8751699471
2014,"NAM",27158.4393582321
2015,"NAM",25940.0382934447
2016,"NAM",22157.4726448189
2017,"NAM",28464.2966070702
2018,"NAM",38487.5012395628
2019,"NAM",35214.2346293853
2020,"NAM",32633.9818248934
2010,"NCL",10701.5287801581
2011,"NCL",12718.6338638754
2012,"NCL",11324.8839395048
2013,"NCL",11173.6179696723
2014,"NCL",12130.0896141577
2015,"NCL",12508.7757809739
2016,"NCL",11777.7063911728
2017,"NCL",11138.9143734137
2018,"NCL",11684.2688391161
2019,"NCL",11684.2688391161
2020,"NCL",11684.2688391161
2010,"NER",4837.97331909313
2011,"NER",6312.13830738063
2012,"NER",7394.42047037191
2013,"NER",20065.3633173568
2014,"NER",11393.7098618985
2015,"NER",9494.09570988348
2016,"NER",12177.1315277765
2017,"NER",10629.4322683758
2018,"NER",11570.4724539381
2019,"NER",13172.2889133029
2020,"NER",11273.9818263972
2010,"NGA",722508.828133504
2011,"NGA",711893.960261437
2012,"NGA",1020292.30923178
2013,"NGA",1454565.8629879
2014,"NGA",1534961.73239616
2015,"NGA",1497861.29085782
2016,"NGA",1181040.36586075
2017,"NGA",1078319.16675089
2018,"NGA",860381.265551143
2019,"NGA",841251.918326747
2020,"NGA",1849399.94950128
2010,"NIC",22236.6578158055
2011,"NIC",27341.8865923731
2012,"NIC",30845.8550038302
2013,"NIC",33279.6038316565
2014,"NIC",33321.3606680099
2015,"NIC",42332.9293197324
2016,"NIC",48734.0649794303
2017,"NIC",48415.2766177886
2018,"NIC",46264.4235873111
2019,"NIC",48800.9285192888
2020,"NIC",47067.5005858836
2010,"NLD",4269073.18213169
2011,"NLD",4493286.25132131
2012,"NLD",4240674.90087068
2013,"NLD",4445485.39582662
2014,"NLD",4480010.82462851
2015,"NLD",3938745.48124984
2016,"NLD",4138471.67781816
2017,"NLD",4295030.25589232
2018,"NLD",4565697.09741145
2019,"NLD",4455299.86693253
2020,"NLD",4178353.80235767
2010,"NOR",864821.149887341
2011,"NOR",916511.569578152
2012,"NOR",988726.407178665
2013,"NOR",994252.590726252
2014,"NOR",957204.344324006
2015,"NOR",834475.346770938
2016,"NOR",826332.347833702
2017,"NOR",874273.257146693
2018,"NOR",923268.34634273
2019,"NOR",855185.381021418
2020,"NOR",819634.908265841
2010,"NPL",72489.1958812131
2011,"NPL",88358.1904796907
2012,"NPL",66424.4206234544
2013,"NPL",83570.8232286937
2014,"NPL",96815.9150093434
2015,"NPL",86701.4884267334
2016,"NPL",102296.044261913
2017,"NPL",96688.1698660672
2018,"NPL",99101.5136692871
2019,"NPL",108847.65621243
2020,"NPL",93527.0462831189
2010,"NRU",29.2385302171248
2011,"NRU",97.3004391351663
2012,"NRU",139.232069728467
2013,"NRU",328.339306094396
2014,"NRU",202.958670613342
2015,"NRU",123.625665511796
2016,"NRU",204.688281147672
2017,"NRU",149.275051402645
2018,"NRU",253.556047924572
2019,"NRU",106.738542124792
2020,"NRU",178.449922161182
2010,"NZL",419948.498983062
2011,"NZL",441322.853470048
2012,"NZL",465882.719673963
2013,"NZL",495938.744964032
2014,"NZL",520846.655531329
2015,"NZL",513862.09324161
2016,"NZL",527554.186728068
2017,"NZL",558650.293241677
2018,"NZL",542895.027514374
2019,"NZL",541464.411962533
2020,"NZL",580878.304201962
2010,"OMN",208617.150961037
2011,"OMN",230362.658041529
2012,"OMN",251500.837943424
2013,"OMN",249546.010377534
2014,"OMN",291019.622123396
2015,"OMN",269087.985188547
2016,"OMN",301424.045181736
2017,"OMN",319217.647052297
2018,"OMN",373113.52911552
2019,"OMN",368344.966722517
2020,"OMN",317866.161524581
2010,"PAK",869417.823115358
2011,"PAK",1029531.7584846
2012,"PAK",982380.019567229
2013,"PAK",989123.979511242
2014,"PAK",1092619.90368198
2015,"PAK",1264458.13203328
2016,"PAK",1390993.37037802
2017,"PAK",1483974.90574989
2018,"PAK",1426067.7629466
2019,"PAK",1321074.67518096
2020,"PAK",1275027.90846962
2010,"PAN",51146.3165405674
2011,"PAN",58527.8190699812
2012,"PAN",76167.5197124544
2013,"PAN",86077.5541641818
2014,"PAN",88547.6956805556
2015,"PAN",108458.563421183
2016,"PAN",111895.836041248
2017,"PAN",133718.832536193
2018,"PAN",107188.728806798
2019,"PAN",117757.073493069
2020,"PAN",126989.932241238
2010,"PER",631516.752610511
2011,"PER",685975.923935241
2012,"PER",764975.904561702
2013,"PER",844424.190419382
2014,"PER",874436.075260754
2015,"PER",847891.146667666
2016,"PER",802315.048000644
2017,"PER",823092.738137487
2018,"PER",938431.647770099
2019,"PER",908454.125640036
2020,"PER",868497.327264841
2010,"PHL",869987.796990732
2011,"PHL",934846.403332069
2012,"PHL",1149678.55391799
2013,"PHL",1153959.42911036
2014,"PHL",1286792.1086678
2015,"PHL",1160302.10129993
2016,"PHL",1184933.92080879
2017,"PHL",1100549.3155789
2018,"PHL",1065986.07923032
2019,"PHL",1274907.78262142
2020,"PHL",1335221.6952773
2010,"POL",3284603.95447501
2011,"POL",3649485.39458452
2012,"POL",3566483.17661094
2013,"POL",3910796.60172563
2014,"POL",3967722.16865851
2015,"POL",3863278.42528115
2016,"POL",3897561.23041926
2017,"POL",4204413.91982603
2018,"POL",4761190.53291023
2019,"POL",4622650.11319594
2020,"POL",4340105.50130505
2010,"PRT",1258609.87945963
2011,"PRT",1297562.20528486
2012,"PRT",1182798.14029022
2013,"PRT",1283997.57725459
2014,"PRT",1309443.83782412
2015,"PRT",1252296.57724536
2016,"PRT",1292336.57829738
2017,"PRT",1375773.57754217
2018,"PRT",1493588.9496409
2019,"PRT",1374063.63972012
2020,"PRT",1326404.54915004
2010,"PRY",80854.043476622
2011,"PRY",84563.1690422473
2012,"PRY",88787.0888202104
2013,"PRY",103086.801213478
2014,"PRY",116359.487552108
2015,"PRY",123173.665381735
2016,"PRY",121397.047708238
2017,"PRY",122577.356115681
2018,"PRY",122671.220886475
2019,"PRY",122465.803216216
2020,"PRY",122503.884767388
2010,"PSE",35461.2396262604
2011,"PSE",41201.4682164728
2012,"PSE",45943.9213481564
2013,"PSE",52537.0162384232
2014,"PSE",53714.1603650565
2015,"PSE",60173.5059489985
2016,"PSE",69105.630899099
2017,"PSE",63702.9932221215
2018,"PSE",68502.6992487903
2019,"PSE",69482.8825122608
2020,"PSE",71385.9450063672
2010,"PYF",10563.2906288922
2011,"PYF",10563.2906288922
2012,"PYF",10563.2906288922
2013,"PYF",10563.2906288922
2014,"PYF",10563.2906288922
2015,"PYF",10563.2906288922
2016,"PYF",10563.2906288922
2017,"PYF",10494.1972044943
2018,"PYF",10563.2906288922
2019,"PYF",11013.1250595239
2020,"PYF",10182.5496226583
2010,"QAT",291699.149666789
2011,"QAT",325342.383501603
2012,"QAT",280476.16706515
2013,"QAT",529364.323452909
2014,"QAT",432837.528003149
2015,"QAT",466262.273024563
2016,"QAT",502784.050300596
2017,"QAT",461764.65603487
2018,"QAT",454416.683688316
2019,"QAT",408319.139720849
2020,"QAT",303810.50612537
2010,"ROU",865612.331151109
2011,"ROU",951333.204122303
2012,"ROU",919017.333132165
2013,"ROU",958388.958133963
2014,"ROU",1002537.90046977
2015,"ROU",999632.413088981
2016,"ROU",1029857.64887976
2017,"ROU",1127064.8517106
2018,"ROU",1264433.78997953
2019,"ROU",1252025.95940684
2020,"ROU",1228440.33105361
2010,"RUS",3560037.52037304
2011,"RUS",4437265.45812585
2012,"RUS",5100385.92419653
2013,"RUS",5099524.78595793
2014,"RUS",4863187.93463816
2015,"RUS",3599892.43467751
2016,"RUS",3602248.21336481
2017,"RUS",4132359.48825213
2018,"RUS",4314936.68920598
2019,"RUS",4486217.56269751
2020,"RUS",4449124.40888471
2010,"RWA",13521.3974158154
2011,"RWA",11857.1772549643
2012,"RWA",13114.3557423017
2013,"RWA",12522.2635512667
2014,"RWA",13337.7723384557
2015,"RWA",12052.3777187173
2016,"RWA",10902.0901580395
2017,"RWA",12629.1486674818
2018,"RWA",20692.2227633369
2019,"RWA",12437.9481075877
2020,"RWA",13462.6221830447
2010,"SAU",2598977.87443744
2011,"SAU",2906440.97699856
2012,"SAU",3423378.11824677
2013,"SAU",3635845.99134098
2014,"SAU",4079508.18422571
2015,"SAU",4784723.99422436
2016,"SAU",5033091.70344449
2017,"SAU",5133268.6099239
2018,"SAU",5666712.19596194
2019,"SAU",5835468.65119357
2020,"SAU",5848793.01883468
2010,"SDN",149477.693348806
2011,"SDN",228295.390374858
2012,"SDN",215987.031725849
2013,"SDN",220513.435708938
2014,"SDN",4374888.59219955
2015,"SDN",4860346.51019878
2016,"SDN",4806791.55199509
2017,"SDN",4900045.41170723
2018,"SDN",4619640.90344094
2019,"SDN",6833869.05812765
2020,"SDN",12479823.0090674
2010,"SEN",48901.2281863662
2011,"SEN",54548.9506251637
2012,"SEN",52353.1884549151
2013,"SEN",59588.9580131302
2014,"SEN",70036.8109288247
2015,"SEN",75191.3931281617
2016,"SEN",89442.7809048993
2017,"SEN",86730.6604246424
2018,"SEN",88256.918905269
2019,"SEN",84944.7716392982
2020,"SEN",89658.3874382902
2010,"SGP",712408.511987327
2011,"SGP",761646.686617822
2012,"SGP",825252.353994148
2013,"SGP",830691.260367508
2014,"SGP",885871.434684954
2015,"SGP",908990.461732
2016,"SGP",958708.627320887
2017,"SGP",889903.478836148
2018,"SGP",1067045.32146932
2019,"SGP",1053111.61310688
2020,"SGP",844005.582529895
2010,"SLB",784.45942521398
2011,"SLB",927.348280528422
2012,"SLB",1056.27166454262
2013,"SLB",938.923349278187
2014,"SLB",964.41284598817
2015,"SLB",1980.22694574091
2016,"SLB",2879.57018082339
2017,"SLB",2456.36464511172
2018,"SLB",2994.1501681449
2019,"SLB",2648.4600294443
2020,"SLB",3946.56158455527
2010,"SLE",6435.15015535168
2011,"SLE",7272.15698380948
2012,"SLE",7085.43660142445
2013,"SLE",6747.39866017435
2014,"SLE",11235.0693517897
2015,"SLE",10236.7588746824
2016,"SLE",7809.14355397215
2017,"SLE",8299.51970766418
2018,"SLE",14649.2764791426
2019,"SLE",27233.6383122467
2020,"SLE",13480.8318442915
2010,"SLV",140812.015192069
2011,"SLV",151188.591128214
2012,"SLV",165725.443400848
2013,"SLV",175988.94785992
2014,"SLV",174585.002522215
2015,"SLV",192688.623563331
2016,"SLV",200550.794308594
2017,"SLV",207914.297062672
2018,"SLV",208783.213786659
2019,"SLV",218368.578380171
2020,"SLV",214829.978676142
2010,"SMR",1133.73799459643
2011,"SMR",1133.73799459643
2012,"SMR",1133.73799459643
2013,"SMR",1133.73799459643
2014,"SMR",1133.73799459643
2015,"SMR",1193.6316831588
2016,"SMR",1204.47383874007
2017,"SMR",915.308546099684
2018,"SMR",1155.48803046204
2019,"SMR",1226.52915445405
2020,"SMR",1106.99671466394
2010,"SOM",8224.11403955852
2011,"SOM",8224.11403955852
2012,"SOM",8224.11403955852
2013,"SOM",4899.47458033652
2014,"SOM",4529.53363400588
2015,"SOM",5759.72710376266
2016,"SOM",9301.3460258699
2017,"SOM",8091.28688622165
2018,"SOM",9272.70288816395
2019,"SOM",11260.5498759508
2020,"SOM",12678.2913221568
2010,"SRB",250414.902859994
2011,"SRB",292401.810359228
2012,"SRB",276616.406778369
2013,"SRB",326347.263320384
2014,"SRB",295641.351104183
2015,"SRB",284865.72981224
2016,"SRB",309356.609970612
2017,"SRB",335951.649381482
2018,"SRB",373374.52741057
2019,"SRB",380641.330477409
2020,"SRB",387682.033315843
2010,"SSD",2630.31304929459
2011,"SSD",2630.31304929459
2012,"SSD",495.309411369742
2013,"SSD",1994.03443691676
2014,"SSD",3405.70676494391
2015,"SSD",4626.20158394795
2016,"SSD",2630.31304929459
2017,"SSD",2630.31304929459
2018,"SSD",2630.31304929459
2019,"SSD",2630.31304929459
2020,"SSD",2630.31304929459
2010,"SUR",13350.9947855159
2011,"SUR",13350.9947855159
2012,"SUR",13350.9947855159
2013,"SUR",13350.9947855159
2014,"SUR",13350.9947855159
2015,"SUR",13350.9947855159
2016,"SUR",13350.9947855159
2017,"SUR",13350.9947855159
2018,"SUR",13350.9947855159
2019,"SUR",13350.9947855159
2020,"SUR",13350.9947855159
2010,"SVK",490714.404825717
2011,"SVK",540658.381661816
2012,"SVK",505985.354336464
2013,"SVK",516691.021960753
2014,"SVK",539387.622990794
2015,"SVK",534259.654019806
2016,"SVK",547822.573693505
2017,"SVK",566829.041094001
2018,"SVK",605626.314228243
2019,"SVK",596094.81865929
2020,"SVK",559225.312270877
2010,"SVN",289391.06993715
2011,"SVN",303530.508721783
2012,"SVN",297053.388056885
2013,"SVN",318042.887897523
2014,"SVN",324265.179018349
