Subsector,Variable,Incluida en fake data ,Responsable ,Observada,Correspondencia,Archivo,Definición,Nombre,cantidad de datos,,283.6666667
Transportation,frac_trns_fuelmix_water_borne_hydrogen,1,Hermilo,0,,,,,,,
Transportation,frac_trns_fuelmix_water_borne_natural_gas,1,Hermilo,0,,,,,,,
Transportation,frac_trns_mtkm_dem_freight_rail_freight,1,Mateo,0,,,,,,,
Transportation,frac_trns_mtkm_dem_freight_road_heavy_freight,1,Mateo,0,,,,,,,
Transportation,frac_trns_mtkm_dem_freight_water_borne,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_private_and_public_human_powered,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_private_and_public_powered_bikes,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_private_and_public_public,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_private_and_public_road_light,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_regional_aviation,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_regional_rail_passenger,1,Mateo,0,,,,,,,
Transportation,frac_trns_pkm_dem_regional_road_heavy_regional,1,Mateo,0,,,,,,,
Transportation,fuelefficiency_trns_aviation_hydrogen_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_aviation_kerosene_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_powered_bikes_gasoline_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_public_biofuels_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_public_diesel_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_public_gasoline_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_public_hydrogen_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_public_natural_gas_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_freight_diesel_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_freight_hydrogen_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_freight_natural_gas_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_passenger_diesel_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_passenger_hydrogen_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_rail_passenger_natural_gas_km_per_litre,1,Edmundo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_freight_biofuels_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_freight_diesel_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_freight_gasoline_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_freight_hydrogen_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_freight_natural_gas_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_regional_biofuels_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_regional_diesel_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_regional_gasoline_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_regional_hydrogen_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_heavy_regional_natural_gas_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_light_biofuels_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_light_diesel_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_light_gasoline_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_road_light_hydrogen_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_water_borne_diesel_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_water_borne_hydrogen_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,fuelefficiency_trns_water_borne_natural_gas_km_per_litre,1,Hemilo,0,,,,,,,
Transportation,occrate_trns_passenger_per_vehicle_aviation,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_human_powered,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_powered_bikes,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_public,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_rail_passenger,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_road_heavy_regional,1,Mateo,1,,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation,occrate_trns_passenger_per_vehicle_road_light,1,Mateo,1,https://www.eea.europa.eu/data-and-maps/indicators/occupancy-rates-of-passenger-vehicles/occupancy-rates-of-passenger-vehicles,Average Passenger Vehicle Occupancy Rate,,,,,
Transportation Demand,deminit_trde_freight_mt_km,1,Mateo,0,,Total transportation demand forfreight transport in MT-km. This value represents the total mass of freight moved (in MT) multiplied by the number of km is was moved.,,,,,
Transportation Demand,deminit_trde_private_and_public_per_capita_passenger_km,1,Mateo,0,,,,,,,
Transportation Demand,deminit_trde_regional_per_capita_passenger_km,1,Mateo,0,,,,,,,
Transportation Demand,demscalar_trde_freight,0,,,,,,,,,
Transportation Demand,demscalar_trde_private_and_public,0,,,,,,,,,
Transportation Demand,demscalar_trde_regional,0,,,,,,,,,
Transportation Demand,elasticity_trde_mtkm_to_gdp_freight,0,,,,,,,,,
Transportation Demand,elasticity_trde_pkm_to_gdppc_private_and_public,0,,,,,,,,,
Transportation Demand,elasticity_trde_pkm_to_gdppc_regional,0,,,,,,,,,
