"year","location_code","prodinit_ippu_glass_tonne"
2020,"SUR",1419.80230988818
2010,"SVK",88018.0438903334
2011,"SVK",89574.4654132299
2012,"SVK",78561.7021682265
2013,"SVK",83921.9396757566
2014,"SVK",86618.2226713899
2015,"SVK",79335.8732412959
2016,"SVK",83755.8189484483
2017,"SVK",83924.6735554968
2018,"SVK",89626.7025452895
2019,"SVK",89853.5060619866
2020,"SVK",84306.1063497101
2010,"SVN",41602.9134490343
2011,"SVN",40690.8121007215
2012,"SVN",35155.2980255427
2013,"SVN",33876.4222116425
2014,"SVN",33342.6185135629
2015,"SVN",31635.8151763718
2016,"SVN",32435.090250046
2017,"SVN",32120.1966754575
2018,"SVN",34903.2005530672
2019,"SVN",36696.5212146183
2020,"SVN",37215.649915853
2010,"SWE",247297.575109342
2011,"SWE",247587.108722445
2012,"SWE",212560.211572039
2013,"SWE",209434.924464443
2014,"SWE",199927.750797661
2015,"SWE",186408.299206908
2016,"SWE",193028.098668557
2017,"SWE",205318.989144565
2018,"SWE",198591.406236156
2019,"SWE",177813.478013084
2020,"SWE",181043.201428508
2010,"SWZ",1596.14767628323
2011,"SWZ",1356.39695486919
2012,"SWZ",1830.0528459713
2013,"SWZ",1010.48775420968
2014,"SWZ",951.078638347026
2015,"SWZ",1010.63661648003
2016,"SWZ",905.01754300275
2017,"SWZ",978.759810022898
2018,"SWZ",1077.06859700718
2019,"SWZ",149142.141887541
2020,"SWZ",739.767359374439
2010,"SXM",127.673494857339
2011,"SXM",38.203839947108
2012,"SXM",41.4009820324767
2013,"SXM",91.008720390217
2014,"SXM",105.567425390667
2015,"SXM",206.656384544976
2016,"SXM",117.278032280443
2017,"SXM",92.0255473432063
2018,"SXM",329.247026929615
2019,"SXM",127.673494857339
2020,"SXM",127.673494857339
2010,"SYC",399.077966508838
2011,"SYC",298.121227484854
2012,"SYC",260.965392920456
2013,"SYC",484.075551282408
2014,"SYC",224.293051043925
2015,"SYC",277.270345967763
2016,"SYC",235.016406806693
2017,"SYC",223.151570431013
2018,"SYC",273.234282584898
2019,"SYC",220.486041522711
2020,"SYC",317.217636904725
2010,"SYR",32071.1939725976
2011,"SYR",30648.8818034802
2012,"SYR",22262.8412880347
2013,"SYR",13178.2953933985
2014,"SYR",12344.5495968754
2015,"SYR",8983.5617108105
2016,"SYR",7636.59834186795
2017,"SYR",9999.26516129703
2018,"SYR",14798.3120001381
2019,"SYR",15898.5959917606
2020,"SYR",9661.87800465166
2010,"TCD",504.266116464264
2011,"TCD",619.223858148123
2012,"TCD",391.011830588767
2013,"TCD",545.648983620244
2014,"TCD",858.241187553571
2015,"TCD",928.313847793239
2016,"TCD",628.467235532958
2017,"TCD",613.761802366697
2018,"TCD",263.151928385099
2019,"TCD",321.699260971468
2020,"TCD",395.707678974796
2010,"TGO",1162.27334439628
2011,"TGO",1174.32844930963
2012,"TGO",15834.3203715085
2013,"TGO",5414.42940485359
2014,"TGO",1741.68556380112
2015,"TGO",1591.86693750751
2016,"TGO",1829.0953895375
2017,"TGO",2661.85809235673
2018,"TGO",2509.64436870848
2019,"TGO",3768.47646000374
2020,"TGO",4055.56977488225
2010,"THA",186384.655164798
2011,"THA",146886.148538469
2012,"THA",144825.373132553
2013,"THA",136196.571575803
2014,"THA",132639.945532083
2015,"THA",141869.675627914
2016,"THA",154045.607578453
2017,"THA",172067.707044895
2018,"THA",167774.504217436
2019,"THA",180165.755867977
2020,"THA",196862.482352025
2010,"TJK",6629.62968120887
2011,"TJK",8266.90658205578
2012,"TJK",6739.76139525499
2013,"TJK",12177.3446642438
2014,"TJK",9831.19291938666
2015,"TJK",6836.22894055934
2016,"TJK",6836.22894055934
2017,"TJK",4245.8043430055
2018,"TJK",4746.06861513357
2019,"TJK",5106.7263385073
2020,"TJK",3782.62592623758
2010,"TKM",4639.45400579181
2011,"TKM",5951.46437643373
2012,"TKM",3973.99504042184
2013,"TKM",6578.060684427
2014,"TKM",6321.12185370007
2015,"TKM",7297.25228601866
2016,"TKM",5938.48460357946
2017,"TKM",6942.37142187392
2018,"TKM",9288.29960134985
2019,"TKM",6325.6115415107
2020,"TKM",6325.6115415107
2010,"TLS",57.0714462573708
2011,"TLS",60.3774051890709
2012,"TLS",65.8079856072173
2013,"TLS",128.408863238648
2014,"TLS",82.0128533574092
2015,"TLS",151.322083293548
2016,"TLS",152.876399509669
2017,"TLS",173.100461705796
2018,"TLS",127.8102042465
2019,"TLS",232.16629493455
2020,"TLS",290.089917940819
2010,"TON",48.6705606335567
2011,"TON",75.5468052905608
2012,"TON",87.6148910341875
2013,"TON",37.6299330552661
2014,"TON",69.8782985938139
2015,"TON",50.1072032363688
2016,"TON",59.8408781995819
2017,"TON",68.2802315855486
2018,"TON",40.0087560975206
2019,"TON",43.5681160128159
2020,"TON",33.6188833834303
2010,"TUN",19403.0090833997
2011,"TUN",20363.125995757
2012,"TUN",19453.1349514529
2013,"TUN",20845.6909850871
2014,"TUN",20084.9814652676
2015,"TUN",20727.6503643285
2016,"TUN",21941.413065109
2017,"TUN",19360.1853955475
2018,"TUN",21800.0387165275
2019,"TUN",20220.0544816073
2020,"TUN",17473.7555871277
2010,"TUR",472197.262839804
2011,"TUR",466886.668461146
2012,"TUR",408250.824189331
2013,"TUR",457599.059125477
2014,"TUR",461423.344582516
2015,"TUR",465989.009422592
2016,"TUR",462735.471873345
2017,"TUR",435124.913598464
2018,"TUR",378147.580895895
2019,"TUR",390274.461086733
2020,"TUR",383420.170218883
2010,"TZA",12322.0017182392
2011,"TZA",15092.1691351556
2012,"TZA",24531.3573568552
2013,"TZA",24901.5890711947
2014,"TZA",27315.0904550821
2015,"TZA",33154.5199227338
2016,"TZA",68041.1499781985
2017,"TZA",32010.5857115779
2018,"TZA",32445.1958485991
2019,"TZA",47220.1596122567
2020,"TZA",47884.9158863971
2010,"UGA",5583.01314478082
2011,"UGA",9771.51515876998
2012,"UGA",10679.6861855895
2013,"UGA",7239.00467552942
2014,"UGA",12353.0859729024
2015,"UGA",6978.86711050192
2016,"UGA",6615.29124637757
2017,"UGA",6082.12310777431
2018,"UGA",4993.74164271564
2019,"UGA",4528.24252551171
2020,"UGA",4992.0197687143
2010,"UKR",64032.7574194511
2011,"UKR",76107.8054442888
2012,"UKR",65591.4064281642
2013,"UKR",74488.4979179797
2014,"UKR",54885.1700862215
2015,"UKR",40071.107148335
2016,"UKR",44575.9098521459
2017,"UKR",54399.6021053379
2018,"UKR",61973.5265123534
2019,"UKR",69435.1174980151
2020,"UKR",79185.5693503066
2010,"URY",13641.3479349681
2011,"URY",12789.3534856304
2012,"URY",13986.3427631329
2013,"URY",13915.9898824672
2014,"URY",12363.8003631254
2015,"URY",14646.3198735509
2016,"URY",12153.7571055836
2017,"URY",15512.2712575416
2018,"URY",14807.0352793091
2019,"URY",12802.2952245109
2020,"URY",11706.1591724082
2010,"USA",5629476.25588547
2011,"USA",5398790.93333871
2012,"USA",5205620.47579676
2013,"USA",5384565.43502839
2014,"USA",5600985.84588696
2015,"USA",6447156.00093688
2016,"USA",6648760.68619504
2017,"USA",6783056.81439497
2018,"USA",6957342.75218999
2019,"USA",6797127.02819733
2020,"USA",6785441.27800833
2010,"UZB",11790.0458901236
2011,"UZB",13524.1075175174
2012,"UZB",14939.2893437339
2013,"UZB",21661.1910951767
2014,"UZB",33499.3365152893
2015,"UZB",24410.5954492343
2016,"UZB",20894.1852751312
2017,"UZB",19703.0242236338
2018,"UZB",15541.5043963374
2019,"UZB",16809.8302027335
2020,"UZB",21346.404859431
2010,"VEN",48272.0969309421
2011,"VEN",47290.1340750861
2012,"VEN",41883.4920233739
2013,"VEN",26980.4654209541
2014,"VEN",16440.0097986406
2015,"VEN",36173.2396497994
2016,"VEN",36173.2396497994
2017,"VEN",36173.2396497994
2018,"VEN",36173.2396497994
2019,"VEN",36173.2396497994
2020,"VEN",36173.2396497994
2010,"VNM",85379.5404276948
2011,"VNM",99023.4684125719
2012,"VNM",109427.385543374
2013,"VNM",116123.494338208
2014,"VNM",138827.491595896
2015,"VNM",158629.222516465
2016,"VNM",168846.580632264
2017,"VNM",182076.220475852
2018,"VNM",184112.734406281
2019,"VNM",183592.887138005
2020,"VNM",191929.643047371
2010,"VUT",147.438075704817
2011,"VUT",167.856260481525
2012,"VUT",156.181978265873
2013,"VUT",74.7821166556723
2014,"VUT",116.286555513867
2015,"VUT",142.528450987947
2016,"VUT",160.268087294316
2017,"VUT",132.606214399601
2018,"VUT",176.921674819053
2019,"VUT",198.708227395668
2020,"VUT",147.488089067883
2010,"WSM",316.65023208264
2011,"WSM",304.134789417038
2012,"WSM",678.913387613664
2013,"WSM",314.823443517536
2014,"WSM",273.590284616059
2015,"WSM",296.806462734529
2016,"WSM",338.806997589177
2017,"WSM",430.44547497323
2018,"WSM",329.047438499951
2019,"WSM",484.228291417382
2020,"WSM",224.043159722519
2010,"YEM",7590.08716395092
2011,"YEM",6541.54233617014
2012,"YEM",11014.28370484
2013,"YEM",12782.8190518422
2014,"YEM",12010.4784840444
2015,"YEM",4327.73103245798
2016,"YEM",7955.25556317449
2017,"YEM",4765.54368538876
2018,"YEM",7046.07452728426
2019,"YEM",8225.97950546147
2020,"YEM",8225.97950546147
2010,"ZAF",140137.102169087
2011,"ZAF",140003.580434477
2012,"ZAF",132675.399342436
2013,"ZAF",128918.752674586
2014,"ZAF",111152.855802664
2015,"ZAF",118596.399317941
2016,"ZAF",105683.395416922
2017,"ZAF",125694.612856862
2018,"ZAF",127372.387394531
2019,"ZAF",122621.834720008
2020,"ZAF",89711.5013396712
2010,"ZMB",3156.90303639551
2011,"ZMB",3334.81688684149
2012,"ZMB",2955.07835491514
2013,"ZMB",4554.06323792217
2014,"ZMB",5105.5201471404
2015,"ZMB",4311.85986577376
2016,"ZMB",6078.53953208784
2017,"ZMB",6268.68540185048
2018,"ZMB",6023.54119983392
2019,"ZMB",5774.26388089952
2020,"ZMB",3036.07772272456
2010,"ZWE",3307.44115413732
2011,"ZWE",2602.40761198061
2012,"ZWE",3234.33704897384
2013,"ZWE",4409.67672173864
2014,"ZWE",3635.559613034
2015,"ZWE",3399.07645156339
2016,"ZWE",3745.34795241627
2017,"ZWE",3883.93175581603
2018,"ZWE",6940.28476306173
2019,"ZWE",3295.18384762377
2020,"ZWE",4039.42201834102
