iso_alpha_3,year,prodinit_ippu_cement_tonne,prodinit_ippu_chemicals_tonne,prodinit_ippu_electronics_tonne,prodinit_ippu_glass_tonne,prodinit_ippu_lime_and_carbonite_tonne,prodinit_ippu_metals_tonne,prodinit_ippu_mining_tonne,prodinit_ippu_paper_tonne,prodinit_ippu_plastic_tonne,prodinit_ippu_rubber_and_leather_tonne,prodinit_ippu_textiles_tonne
ABW,2025,219604.8628,2028.89146814636,3994.60245891121,379.956384094427,inf,26584.8783006617,65507.3464422769,7956.68908045467,3160.16633802548,184.954563834705,1124.53358619514
ABW,2026,233946.0974,2255.90356683342,4185.65216690786,382.542182585771,inf,28908.3128686032,219082.791589585,8159.83465117717,3336.42208202349,184.60035716455,1147.22065028795
ABW,2027,249223.8825,2508.31598572459,4385.83920241109,385.145578764949,inf,31434.8082943169,732700.562264098,8368.16681678693,3522.50834883877,184.246828835944,1170.36541780863
ABW,2028,265499.379,2788.9707595405,4595.60057605459,387.766692393272,inf,34182.1114567245,2450444.00816211,8581.81799841638,3718.97342800031,183.893977549794,1193.97712276061
ABW,2029,282837.7423,3101.02791747147,4815.39419936393,390.405644047088,inf,37169.5202560269,8195265.76939248,8800.92399809751,3926.39618944603,183.541802009494,1218.06518544006
ABW,2030,301308.3826,3448.00106348974,5045.69988438272,393.06255512333,inf,40418.0191680758,27408249.6099756,9025.62408508102,4145.38778912056,183.190300920924,1242.63921619427
ABW,2031,320985.243,3833.79693773291,5287.0203911079,395.737547845097,inf,43950.4266457692,91664159.2623315,9256.06108435933,4376.59346970136,182.83947299244,1267.70901925584
ABW,2032,341947.0953,4262.75940439946,5539.88252502068,398.430745267283,inf,47791.5554028646,306561645.228594,9492.38146744977,4620.69446175897,182.489316934873,1293.2845966543
ABW,2033,364277.8555,4739.71836143764,5804.83828710908,401.14227128223,inf,51968.3867060924,1025264869.951,9734.73544549545,4878.40999095283,182.139831461521,1319.37615220651
ABW,2034,388066.9199,5270.0441227257,6082.46607889246,403.872250625433,inf,56510.25989985,3428896177.70618,9983.27706474328,5150.49939717694,181.791015288149,1345.99409558774
ABW,2035,413409.5225,5859.70788505913,6373.37196507887,406.620808881276,inf,61449.0784947576,11467601536.0303,10238.1643044596,5437.76437189911,181.44286713298,1373.14904648473
ABW,2036,440407.1167,6515.34896077213,6678.19099661131,409.388072488809,inf,66819.534267704,38352250454.296,10499.5591773458,5741.05132028609,181.095385716691,1400.85183883261
ABW,2037,469167.7813,7244.34953299829,6997.58859699136,412.174168747564,inf,72659.3509475294,128265279386.243,10767.6278325174,6061.2538550742,180.748569762409,1429.11352513729
ABW,2038,499806.6532,8054.91777527647,7332.26201490648,414.979225823414,inf,79009.5491980692,428970443745.843,11042.5406611131,6399.31542953375,180.402417995709,1457.94538088505
ABW,2039,532446.3881,8956.18027138616,7682.94184633198,417.803372754465,inf,85914.7347598814,1434648897098.5,11324.4724045991,6756.23211728481,180.056929144603,1487.35890904108
ABW,2040,567217.6518,9958.28477601231,8050.39362943059,420.646739456993,inf,93423.4117746511,4798040256511.03,11613.6022658393,7133.05554715508,179.712101939541,1517.3658446388
ABW,2041,604259.6433,11072.5144732722,8435.4195157312,423.509456731422,inf,101588.323493162,16046567456092.9,11910.1140230014,7530.89600172703,179.367935113405,1547.97815946173
ABW,2042,643720.6517,12311.4150195971,8838.86002123497,426.39165626834,inf,110466.822760068,53666145625501.5,12214.1961463706,7950.92568870403,179.024427401501,1579.20806681986
ABW,2043,685758.6504,13688.9358014059,9261.59586127161,429.293470654557,inf,120121.274877873,179481075574451.0,12526.0419181459,8394.38219473437,178.68157754156,1611.06802642235
ABW,2044,730541.9289,15220.586998061,9704.5498731112,432.215033379205,inf,130619.495679941,600256569833746.0,12845.8495552957,8862.57213186947,178.339384273728,1643.57074934856
ABW,2045,778249.767,16923.6142185538,10168.6890305287,435.156478839878,inf,142035.227889717,2007498275098727.0,13173.8223355488,9356.87498740041,177.997846340566,1676.72920311934
ABW,2046,829073.1522,18817.1926782405,10655.026554719,438.117942348813,inf,154448.65911224,6713877909975348.0,13510.1687266031,9878.74718841599,177.656962487042,1710.55661687064
ABW,2047,883215.5445,20922.6431019584,11164.6241261706,441.099560139119,inf,167946.985096476,2.245389555208367e+16,13855.1025186328,10429.7263930583,177.316731460526,1745.06648663152
ABW,2048,940893.6907,23263.6717844809,11698.5942023265,444.10146937104,inf,182625.022225011,7.509481587605072e+16,14208.8429601791,11011.4360211194,176.977152010789,1780.2725807086
ABW,2049,1002338.492,25866.6375112711,12258.1024460917,447.123808138265,inf,198585.873533407,2.5114712760542125e+17,14571.6148975095,11625.5900373291,176.638222889996,1816.18894517919
ABW,2050,1067795.93,28760.8483449221,12844.3702704893,450.166715474284,inf,215941.652937554,8.399365384764147e+17,14943.6489175361,12273.9980014256,176.299942852701,1852.82990949521
AGO,2010,13893926.22,35523.0161822709,102381.956432247,19196.8040384763,21036.557671785,1005828.82130433,108543.37306155,128796.170529634,64733.6520812565,2848.62839669296,26094.8823782224
AGO,2011,14871153.8,34522.0223353918,114731.022836206,19452.7918300421,34727.4528924749,990125.315056517,88579.3175996547,198921.387184406,92202.0951297288,4268.78393700139,30446.1739521854
AGO,2012,20972194.6,64438.1012198177,192003.850540237,25681.7395134702,9363.46245413344,1413684.28792137,136676.032277945,286448.112003864,159074.890943211,6546.23342710897,48153.8299862308
AGO,2013,16368105.79,64282.6329241848,160905.348050123,23801.0991697144,51650.4836788107,1542708.71428158,248397.350688081,297401.633434577,146405.715513717,6527.57911386594,53586.3495013503
AGO,2014,10277123.6,72991.0982953186,192748.74734002,25415.3012668708,26138.0642281379,1879498.37514223,167995.897420274,322954.879943341,179894.405467215,9308.07542282227,83141.454314388
AGO,2015,7421069.34,55404.7443955159,134732.254621995,18307.8795994285,27353.352653068,1512615.08093809,119138.267901251,209097.535236654,133136.575644329,5219.13521437039,50267.1717002207
AGO,2016,8977907.332,81722.7603032992,135657.406218168,11988.7328845341,6600.09050482879,1018083.13978347,150540.440373683,216805.782924942,113046.837391965,5001.82663038308,31846.7758686665
AGO,2017,4133149.621,86777.3911497409,145025.130422871,16221.7737373277,207888.759418804,943627.588207061,217857.027370229,281431.581169087,174301.579495198,6627.63982080026,50638.9770281211
AGO,2018,3108241.523,74853.32376909,95686.9710814052,14774.5821942666,4255.39846857632,686438.799251345,289672.397479896,263873.147400831,140030.522891432,5476.29538960717,41036.1219799212
AGO,2019,3221873.724,114264.769021169,115310.604081759,19709.3508424265,7350.92285937226,1009431.46904433,119257.017401437,269404.298918175,195865.878006287,7851.59055213818,55899.884416745
AGO,2020,1308792.55,73045.7484733161,104007.983440785,17276.4213782695,1256.65016509309,945827.555020757,176023.282824967,183771.122611406,158921.589245634,6995.0272340793,45804.7204081333
AGO,2021,1308793.0,73045.75,104008.0,17276.42,1256.65,945827.6,176023.3,183771.1,158921.6,6995.027,45804.72
AGO,2022,1109332.244,82510.7208646197,107875.513870184,17583.524753912,5359.25751152815,970555.899309619,202251.576460925,197218.395874776,181857.920841179,8009.45290779788,51452.1040287758
AGO,2023,940269.4147,93202.124115355,111886.840365705,17896.0885861444,22855.7204272239,995930.710506548,232387.986027585,211649.68632946,208104.520547719,9170.99188927103,57795.7688419004
AGO,2024,796971.8512,105278.875867134,116047.327126391,18214.2085369927,97473.1957036462,1021968.93639576,267014.858400329,227136.974340882,238139.154302867,10500.9784315218,64921.5607229242
AGO,2025,675512.9133,118920.483937998,120362.520642843,18537.983371736,415695.664065109,1048687.92169955,306801.293067209,243757.531643217,272508.52918921,12023.8409706031,72925.9101687857
AGO,2026,572564.3827,134329.71603815,124838.173650655,18867.5136112996,1772824.66092438,1076105.46461136,352516.088399055,261594.284264883,311838.255654595,13767.5505791323,81917.1368452317
AGO,2027,485305.2634,151735.613692068,129480.252799589,19202.9015634639,7560596.72994175,1104239.82865151,405042.597238819,280736.226276767,356844.235220918,15764.1347230376,92016.9154336131
AGO,2028,411344.4807,171396.896692388,134294.946607924,19544.2513546269,32243810.7799113,1133109.75483309,465395.796041653,301278.86381614,408345.691721179,18050.2655238288,103361.922205776
AGO,2029,348655.3611,193605.808689044,139288.673712587,19891.6689621322,137510750.90322,1162734.47414574,534741.897394899,323324.69160164,467280.083266633,20667.9333312586,116105.684609486
AGO,2030,295520.0969,218692.461074199,144468.09142606,20245.2622471713,586444534.829873,1193133.72036597,614420.88489322,346983.704316849,534720.166379917,23665.2179781754,130420.658894094
AGO,2031,250482.6755,247029.7397301,149840.104611482,20605.1409882705,2501020394.20812,1224327.74320228,705972.405813153,372373.945413923,611893.52290501,27097.1718835349,146500.563892115
AGO,2032,212308.9813,279038.847573335,155411.874887756,20971.4169153738,10666145970.7515,1256337.32178402,811165.521914555,399622.096075473,700204.905133658,31026.8312239077,164563.002538852
AGO,2033,179952.9786,315195.565279412,161190.830176961,21344.2037445306,45488101629.5754,1289183.77850289,932032.893247474,428864.107273235,801261.805886687,35526.3737461029,184852.40660606
AGO,2034,152528.048,356037.323246535,167184.674606773,21723.6172132013,193993912659.418,1322888.99321636,1070910.05550253,460245.878077104,916903.718991005,40678.4444869531,207643.344499531
AGO,2035,129282.6916,402171.189915651,173401.398781105,22109.7751161893,827329275144.808,1357475.41782234,1230480.54986609,493923.983598858,1049235.62276776,46577.6737503259,233244.236883727
AGO,2036,109579.94,454282.895184488,179849.290432663,22502.7973422122,3528325812538.85,1392966.091215,1413827.77743017,530066.456202558,1200666.29601667,53332.4152227016,262001.530415511
AGO,2037,92879.89835,513147.023038829,186536.945471612,22902.8059111236,15047313582912.9,1429384.65463154,1624494.58014648,568853.623879357,1373952.16394544,61066.7361520336,294304.386068452
AGO,2038,78724.95198,579638.524903467,193473.279445088,23309.9250117955,64172544740019.6,1466755.36740024,1866551.69961507,610479.009969685,1572247.47215203,69922.6961443653,330589.945492932
AGO,2039,66727.22704,654745.724846276,200667.539422819,23724.281040675,273677788112701.0,1505103.12310018,2144676.43654543,655150.298721849,1799161.70195471,80062.9564338428,371349.246679593
AGO,2040,56557.96182,739585.009943689,208129.316324725,24146.002641026,1167158510071542.0,1544453.46614352,2464243.0308369,703090.371504569,2058825.27217546,91673.7675517102,417133.868980444
AGO,2041,47938.49808,835417.424163907,215868.557706905,24575.2207428684,4977601569446477.0,1584832.60879127,2831426.50870431,754538.418843504,2355964.72331705,104968.390270092,468563.397412048
AGO,2042,40632.64524,943667.41241794,223895.581023074,25012.0686036272,2.122806557151978e+16,1626267.44861391,3253322.00350011,809751.133830105,2695988.75267806,120191.012654512,526333.807252207
AGO,2043,34440.20829,1065943.99338845,232221.08737912,25456.681849505,9.053170721312973e+16,1668785.5864086,3738081.85588449,869003.992857171,3085086.66646469,137621.235171337,591226.882395574
AGO,2044,29191.50206,1204064.67584757,240856.175799125,25909.1985175883,3.860921751589008e+17,1712415.34458471,4295073.14254772,932592.63007114,3530341.04097939,157579.206230054,664120.79492301
AGO,2045,24742.70148,1360082.47395376,249812.358021864,26369.7590987042,1.6465741374786783e+18,1757185.78603014,4935058.67743223,1000834.31239879,4039856.64360788,180431.502487094,746001.989053792
AGO,2046,20971.90049,1536316.42308088,259101.573847502,26838.5065810371,7.022173886579868e+18,1803126.73347084,5670404.9829644,1074069.52250775,4622907.96029584,206597.861917273,837978.53030145
AGO,2047,17775.7716,1735386.04976412,268736.207054964,27315.5864945224,2.9947589343818854e+19,1850268.78933645,6515321.24995064,1152663.65759885,5290108.01489247,236558.893322088,941295.100482022
AGO,2048,15066.73446,1960250.30812117,278729.101911184,27801.1469560279,1.27718014676339e+20,1898643.35614541,7486133.90359051,1237008.85250617,6053601.55330426,270864.903878719,1057349.8414962
AGO,2049,12770.55604,2214251.56149634,289093.580294245,28295.3387153393,5.44681279203941e+20,1948282.65742292,8601602.08108108,1327525.93620088,6927286.10890428,310146.006869137,1187713.27582555
AGO,2050,10824.31645,2501165.26306695,299843.459453243,28798.3152019628,2.32291189827118e+21,1999219.75916588,9883280.11682672,1424666.53146059,7927064.97315223,355123.695242336,1334149.5597863
ALB,2010,6611765.245,9868.41060822129,28759.2558894378,4721.08197370499,46485.5846312863,393810.260408892,4371776.93336477,97973.4417436681,25326.8533756267,2524.30203935108,38187.2002775159
ALB,2011,5618446.043,12083.796672529,26556.8534813177,5388.20530866026,26791.6470139741,424902.160339872,3932372.50629497,84645.4478232231,28421.5551299399,2365.75217938798,40571.8878956393
ALB,2012,6377292.199,15670.1199766341,23001.0360595633,5578.66988722276,29512.8755820415,389651.118137981,4425009.39264607,111782.701973327,32101.6178588623,2588.12700342675,40367.9165225142
ALB,2013,5628763.549,14152.119995578,23979.4206869154,5250.43936707769,15741.0819731096,395870.428575282,6020565.35989931,146283.285274125,33600.3629801794,3179.87901793173,44826.8161325385
ALB,2014,3512166.29,12853.2490706624,21806.3493222337,4665.06779027334,0.0,331856.329769376,4675214.99359438,162511.880315969,32354.6261459603,3509.9042668546,48947.8243035018
ALB,2015,4108712.919,14798.9990424248,26186.1379953112,4881.14697138699,0.0,374792.214630122,5511528.32848967,141524.579327417,36558.492406254,4001.19044314381,48636.7990309098
ALB,2016,4026581.751,14871.3042918601,28171.5465688598,5354.9356426485,587.656298151907,399137.787732278,4809849.17542485,132658.994552088,39164.4953853084,4214.16566953557,56367.2468816628
ALB,2017,3969537.617,11197.3623217789,29428.1384727198,5993.79860074508,1870.6167384072,400992.573555432,5104769.34551156,127876.933154078,41525.5648872964,4052.79525772661,58701.610110098
ALB,2018,3103060.035,13922.8102098652,32824.1479924953,6713.06033989597,2465.92091194313,422274.697681427,2671530.24885117,140322.15719813,47750.681581748,4927.49113022798,65589.8435050679
ALB,2019,3358594.454,16324.0640755508,34831.7916139915,6950.30027324336,0.0,468257.171102034,2322695.42669109,143392.826894756,46501.0432862722,5042.8933062295,64184.8435462482
ALB,2020,4939345.349,19346.2867625746,43809.9485522869,7973.93464989583,5481.44972666408,582180.650507791,2468907.3162119,160540.967717406,52311.9956699038,5276.66332944836,73252.2702179849
ALB,2021,4939345.0,19346.29,43809.95,7973.935,5481.45,582180.7,2468907.0,160541.0,52312.0,5276.663,73252.27
ALB,2022,4920497.842,20976.9050456184,45987.4515850021,8429.75411942245,inf,608640.185573514,2402366.75837476,170415.88654246,56347.8115252728,5700.97178492311,78314.0201334414
ALB,2023,4901722.6,22744.9575754777,48273.1823086517,8911.62951716057,inf,636302.226258894,2337619.8624509,180898.17794864,60694.9813367424,6159.40022936644,83725.5384640102
ALB,2024,4883019.0,24662.0316002404,50672.5215224647,9421.05066482871,inf,665221.476890342,2274617.97923884,192025.235728151,65377.5303733887,6654.69197477023,89510.9940613951
ALB,2025,4864386.766,26740.6874966871,53191.115949786,9959.59217765475,inf,695455.076305389,2213314.07838569,203836.719499304,70421.332762416,7189.81128518522,95696.2260840305
ALB,2026,4845825.628,28994.5443013911,55834.8929750666,10528.9186815986,inf,727062.760240169,2153662.39706747,216374.72834591,75854.2587906242,7767.9607880516,102308.859182645
ALB,2027,4827335.315,31438.3689405698,58610.0745936631,11130.7899586929,inf,760106.979355667,2095618.4058276,229683.95086895,81706.3289058602,8392.60064155533,109378.426878227
ALB,2028,4808915.555,34088.1729807343,61523.1920549886,11767.0663865102,inf,794653.022628122,2039138.77533602,243811.824467936,88009.879599506,9067.46924327639,116936.50346543
ALB,2029,4790566.079,36961.3175340324,64581.1012334773,12439.7146885699,inf,830769.146347404,1984181.34404426,258808.704419669,94799.7420866134,9796.60560406772,125016.845030548
ALB,2030,4772286.621,40076.6270056092,67790.9987635379,13150.8140134591,inf,868526.708978215,1930705.08671217,274728.043357045,102113.434771008,10584.37352107,133655.540213862
ALB,2031,4754076.911,43454.5124282397,71160.4389764686,13902.5623614584,inf,908000.312150599,1878670.08378298,291626.581787619,109991.370558858,11435.4876945348,142891.171389697
ALB,2032,4735936.685,47117.1051923044,74697.3516791928,14697.2833785366,inf,949267.948058307,1828037.49158367,309564.55033097,118477.080166252,12355.0419447629,152764.986984073
ALB,2033,4717865.676,51088.4020472856,78410.0608166582,15537.4335387156,inf,992411.15355627,1778769.51332853,328605.884395702,127617.452654699,13348.5396980317,163321.085699536
ALB,2034,4699863.622,55394.4223248119,82307.3040618203,16425.6097370044,inf,1037515.17126163,1730829.37090417,348818.452061234,137462.994523673,14421.9269239678,174606.613469985
ALB,2035,4681930.258,60063.3784133527,86398.2533793125,17364.5573163737,inf,1084669.11797662,1684181.27741502,370274.295976628,148068.108791856,15581.6277214905,186671.974025111
ALB,2036,4664065.323,65125.8606014871,90692.536611201,18357.1785535809,inf,1133966.16076615,1638790.41046868,393049.890138608,159491.395609173,16834.5827663039,199571.054004904
ALB,2037,4646268.556,70615.0375008114,95200.2601356231,19406.5416300762,inf,1185503.70103783,1594622.88618133,417226.412464027,171795.976060721,18188.2908500412,213361.463629621
ALB,2038,4628539.696,76566.8733616265,99932.0326516368,20515.8901157181,inf,1239383.56698831,1551645.73388372,442890.034128274,185049.840951785,19650.8537596698,228104.794000112
ALB,2039,4610878.485,83020.3637052233,104898.990146257,21688.6529946122,inf,1295712.21479608,1509826.87150883,470132.226700906,199326.22650124,21231.024765752,243866.892177666
ALB,2040,4593284.664,90017.7908165943,110112.822102436,22928.4552640642,inf,1354600.93895822,1469135.08164292,499050.088173213,214704.019019263,22938.2610097625,260718.155271933
ALB,2041,4575757.975,97605.0007715193,115585.79900967,24239.1291394072,inf,1416166.09218682,1429539.98822197,529746.689039752,231268.190805476,24782.7801039895,278733.844850403
ALB,2042,4558298.164,105831.703813065,121330.801241978,25624.725899337,inf,1480529.31529936,1391012.03385625,562331.439667389,249110.269676131,26775.6212827687,297994.42307366
ALB,2043,4540904.975,114751.800045522,127361.349371205,27089.5284083715,inf,1547817.77755743,1353522.45776593,596920.480261217,268328.844714798,28928.7114710284,318585.912057658
ALB,2044,4523578.153,124423.732579668,133691.635987003,28638.0643551372,inf,1618164.42792854,1317043.2743115,633637.094817313,289030.111041131,31254.936665562,340600.278068028
ALB,2045,4506317.445,134910.870443124,140336.559098379,30275.1202474064,inf,1691708.25776754,1281547.25210265,672612.150537751,311328.456607935,33768.2190562346,364135.842262298
ALB,2046,4489122.6,146281.923764563,147311.757195398,32005.7562071404,inf,1768594.5754366,1247007.89367033,713984.564274058,335347.094268963,36483.6003486855,389297.719814515
ALB,2047,4471993.365,158611.393951999,154633.646053578,33835.3216112713,inf,1848975.29340639,1213399.41568659,757901.797661629,361218.742610021,39417.3317872048,416198.289383479
ALB,2048,4454929.49,171980.061814655,162319.45736759,35769.471626568,inf,1933009.22840573,1180696.72971757,804520.382709903,389086.359305427,42586.9714165576,444957.695021351
ALB,2049,4437930.727,186475.516826513,170387.279305178,37814.1846896954,inf,2020862.41521263,1148875.42349521,854006.479721613,419103.931052087,46011.4891648608,475704.382764271
ALB,2050,4420996.826,202192.730999193,178856.099076742,39975.7809864967,inf,2112708.43470688,1117911.74269368,906536.469529678,451437.324446091,49711.3803764172,508575.674301526
ARE,2010,13714300.17,443431.461446991,1012708.28134275,153721.597319824,9737450.70442477,5990617.71409787,5957332.42479509,919506.091829456,740326.937054397,42614.1501708751,261923.892788799
ARE,2011,18717104.88,509608.789572509,1239522.21434342,155792.166338433,12968370.5316807,6713376.68184994,9589973.3333427,978653.403681069,887946.991972835,44037.9484471313,308273.322879066
ARE,2012,21587780.44,750772.232955719,1779046.17090056,132605.927376198,18435343.4058164,7527812.54609406,10693748.1663864,879670.936392277,897945.692570622,52757.6336411303,370332.320933036
ARE,2013,30017166.82,743330.674365698,1413465.44552154,125352.205639302,21496665.4785587,7632632.83257425,12814436.5083372,942569.072640233,884382.885938787,50866.6004433888,395929.872035078
ARE,2014,24218990.49,897537.304631348,1464846.76361207,120000.059519034,23756819.9061846,7777962.25234492,12945173.101613,1002669.24561742,950144.339702144,51579.7022050578,405279.198265951
ARE,2015,22720582.79,868860.290262675,1375654.48842532,103657.907220096,18917375.2821941,6988648.12733021,12638981.5454622,915434.889581006,906528.404488063,46974.7553529725,399301.576340923
ARE,2016,20980947.71,714853.085601359,1170812.18189412,91498.833867772,20588221.4691317,6269118.95862077,9642418.21972308,809070.824763149,907032.507658625,41849.6529326459,331914.333520164
ARE,2017,17268225.03,929883.775028154,1665355.56623986,93262.8533803259,24669055.26615,6704677.81137041,12212535.0330292,914559.56223628,926831.239027911,42407.3718361343,310106.198061091
ARE,2018,23258061.94,1254118.91476702,1739738.65014856,117881.016542525,31936965.5947996,8693171.11551038,15736060.1359716,1140689.82547196,1103328.8718194,46627.916576049,299262.774907482
ARE,2019,21794607.38,1100899.53122352,1743793.04739422,113812.499999523,28562519.4492803,8121849.37393364,17234998.6099161,1189418.98694486,1085502.60738257,52057.4058462539,294660.83544659
ARE,2020,17740668.95,854514.877194679,1509875.67733081,81945.918890685,24519696.7516155,7023495.29597179,9968922.52677032,1020521.15514933,943491.125771426,43471.076451919,229493.396769553
ARE,2021,17740670.0,854514.9,1509876.0,81945.92,24519700.0,7023495.0,9968923.0,1020521.0,943491.1,43471.08,229493.4
ARE,2022,18624184.66,932645.094159175,1602815.86758514,77705.199579379,27351245.5485104,7188965.56002402,10867492.8193122,1038238.5712373,970837.408322869,43799.5595697874,228352.400101063
ARE,2023,19551699.8,1017918.90540373,1701476.61488936,73683.9374269167,30509779.2001905,7358334.53618341,11847057.1171833,1056263.74254412,998976.326749733,44130.5212225542,227217.073048357
ARE,2024,20525406.74,1110989.49050118,1806210.38858139,69870.7765261899,34033061.6824531,7531693.77350705,12914916.5011077,1074601.85425755,1027930.82842818,44463.9837136098,226087.390637512
ARE,2025,21547605.88,1212569.72579217,1917391.01158994,66254.947589017,37963214.3478254,7709137.2808537,14079029.6341746,1093258.33942987,1057724.55236344,44799.9659399837,224963.324804384
ARE,2026,22620712.23,1323437.66748363,2035415.31737803,62826.2386403846,42347222.7408209,7890761.28189092,15348072.5502922,1112238.72543822,1088381.82271777,45138.4869414967,223844.847624359
ARE,2027,23747261.05,1444442.51118859,2160704.56634806,59574.9661773615,47237498.3169311,8076664.26727503,16731503.3159132,1131548.63562217,1119927.66866909,45479.5659018399,222731.931311658
ARE,2028,24929913.86,1576511.09636005,2293705.94943315,56491.9478205459,52692505.0291696,8266947.04806038,18239632.5201815,1151193.7909498,1152387.84484535,45823.2221496615,221624.548218651
ARE,2029,26171464.73,1720655.00543958,2434894.18424154,53568.4763808056,58777458.2731002,8461712.81036697,19883700.118856,1171180.01171261,1185788.85235106,46169.4751596624,220522.670835164
ARE,2030,27474846.89,1877978.3120969,2584773.20945105,50796.2952680713,65565104.5463398,8661067.17133596,21675959.204723,1191513.21924996,1220157.96040329,46518.3445536998,219426.2717878
ARE,2031,28843139.62,2049686.03790818,2743877.98350136,48167.5751727304,73136591.1434763,8865118.23640351,23629767.328831,1212199.43770332,1255523.22859478,46869.8501018992,218335.323839258
ARE,2032,30279575.6,2237093.38224719,2912776.3940042,45674.8919537636,81582436.2837323,9073976.65792397,25759686.0531563,1233244.79580112,1291913.52980237,47224.0117237745,217249.799887654
ARE,2033,31787548.46,2441635.79608594,3092071.28468652,43311.2056711764,91003611.2693902,9287755.69517417,28081589.476658,1254655.52867446,1329358.57375929,47580.849489357,216169.672965851
ARE,2034,33370620.86,2664879.97686522,3282402.60710145,41069.8407035066,101512747.612339,9506571.27577141,30612782.543556,1276437.97970444,1367888.9313108,47940.3836203328,215094.916240789
ARE,2035,35032532.87,2908535.86865057,3484449.70478703,38944.4668942552,113235483.560119,9730542.05853842,33372130.0155756,1298598.60240148,1407536.05937281,48302.6344911887,214025.503012816
ARE,2036,36777210.85,3174469.75948922,3698933.73802551,36929.0816739945,126311966.119371,9959789.49784943,36380197.0693747,1321143.96231735,1448332.32661388,48667.6226303668,212961.406715024
ARE,2037,38608776.68,3464718.57628729,3926620.25785779,35017.9931076609,140898526.533605,10194437.9094921,39659402.5670168,1344080.73899033,1490311.03988161,49035.3687214277,211902.600912594
ARE,2038,40531557.5,3781505.48669953,4168321.93854045,33205.8038191542,157169549.245869,10434614.5380814,43234186.1417997,1367415.72792417,1533506.47139504,49405.8936042229,210849.059302134
ARE,2039,42550095.99,4127256.92753435,4424901.47819812,31487.395747843,175319556.690028,10680449.6260613,47131190.3447158,1391155.84260138,1577953.88672507,49779.2182760754,209800.75571103
ARE,2040,44669161.02,4504621.19010374,4697274.67802447,29857.9156939239,195565534.834641,10932076.4843324,51379459.2090677,1415308.11653153,1623689.57358597,50155.36389297,208757.664096791
ARE,2041,46893759.0,4916488.70487304,4986413.71102228,28312.7616118122,218149527.281656,11189631.5645436,56010654.7131208,1439879.70533507,1670750.8714614,50534.351770752,207719.758546405
ARE,2042,49229145.62,5366014.18078121,5293350.59194967,26847.5696128525,243341528.932737,11453254.5330867,61059292.7540735,1464877.8888633,1719176.20208898,50916.203386335,206687.013275697
