"year","location_code","prodinit_ippu_rubber_and_leather_tonne"
2010,"SVN",19968.4970162868
2011,"SVN",19384.6907588506
2012,"SVN",16300.6209620928
2013,"SVN",18716.3229376269
2014,"SVN",19403.7981313148
2015,"SVN",19482.740611124
2016,"SVN",20258.3797104835
2017,"SVN",19910.0193706667
2018,"SVN",22178.8582826486
2019,"SVN",21822.9977976128
2020,"SVN",20512.2028916038
2010,"SWE",67686.0841844648
2011,"SWE",69352.3111569821
2012,"SWE",69034.2427008534
2013,"SWE",76564.3261681623
2014,"SWE",77519.5169113464
2015,"SWE",72830.2988803947
2016,"SWE",72192.3625168536
2017,"SWE",71860.2100618815
2018,"SWE",74340.4257605172
2019,"SWE",72636.0210414097
2020,"SWE",80821.9664292932
2010,"SWZ",512.272728181418
2011,"SWZ",499.150516079493
2012,"SWZ",632.096292059976
2013,"SWZ",654.599086699389
2014,"SWZ",583.596111104911
2015,"SWZ",586.879444042684
2016,"SWZ",430.648914143949
2017,"SWZ",459.270075156537
2018,"SWZ",488.424229848786
2019,"SWZ",574.860803551603
2020,"SWZ",535.756239401326
2010,"SXM",47.8335243951929
2011,"SXM",26.0941910170048
2012,"SXM",36.6411109813213
2013,"SXM",43.2556180821015
2014,"SXM",57.6613025609162
2015,"SXM",73.4781716740803
2016,"SXM",51.6907856525409
2017,"SXM",49.3735403316642
2018,"SXM",44.4734748619137
2019,"SXM",47.8335243951929
2020,"SXM",47.8335243951929
2010,"SYC",68.9239192345932
2011,"SYC",33.6181259141439
2012,"SYC",47.2558301004076
2013,"SYC",56.8238533032241
2014,"SYC",59.4122897438039
2015,"SYC",87.7251983283889
2016,"SYC",66.2484200281757
2017,"SYC",223.707543446426
2018,"SYC",84.0069676077735
2019,"SYC",75.7071433273134
2020,"SYC",89.9746667665429
2010,"SYR",7781.06592754502
2011,"SYR",8498.41505954277
2012,"SYR",8040.15971321549
2013,"SYR",4859.46821715576
2014,"SYR",5003.41151111122
2015,"SYR",3166.90382894077
2016,"SYR",2069.8376254044
2017,"SYR",2662.2528330056
2018,"SYR",3173.97619611326
2019,"SYR",3673.69674075743
2020,"SYR",2648.95278100661
2010,"TCD",85.2895030235681
2011,"TCD",107.046961303796
2012,"TCD",170.77397155306
2013,"TCD",191.563846410298
2014,"TCD",160.186138737512
2015,"TCD",349.385592180616
2016,"TCD",335.789951338109
2017,"TCD",160.853332386522
2018,"TCD",262.067630022548
2019,"TCD",274.537514914497
2020,"TCD",301.005845884217
2010,"TGO",834.568590270562
2011,"TGO",769.549822234014
2012,"TGO",1878.01565530781
2013,"TGO",2352.97652841139
2014,"TGO",1481.94079964326
2015,"TGO",1791.88367994838
2016,"TGO",2214.99155112935
2017,"TGO",2216.35186948672
2018,"TGO",2177.04209133087
2019,"TGO",2526.71165535563
2020,"TGO",3186.99466423317
2010,"THA",223922.358283844
2011,"THA",241499.654804385
2012,"THA",231623.782101441
2013,"THA",241630.661486883
2014,"THA",218290.798190925
2015,"THA",219733.741684511
2016,"THA",219629.456356115
2017,"THA",262905.446188382
2018,"THA",267204.323841231
2019,"THA",301463.91632361
2020,"THA",347729.186257582
2010,"TJK",996.96611818195
2011,"TJK",1348.30265175795
2012,"TJK",914.361359125847
2013,"TJK",1269.5157981115
2014,"TJK",2093.2067219281
2015,"TJK",1578.4075565975
2016,"TJK",1578.4075565975
2017,"TJK",1903.62392269457
2018,"TJK",1860.90292058626
2019,"TJK",2134.7119827367
2020,"TJK",1684.07653425465
2010,"TKM",1110.53974021861
2011,"TKM",1130.93260936707
2012,"TKM",1850.98887223944
2013,"TKM",2021.22068475463
2014,"TKM",2266.40549514724
2015,"TKM",1586.22850468564
2016,"TKM",1446.25739901447
2017,"TKM",1734.62563038812
2018,"TKM",3153.13753086551
2019,"TKM",1811.14849629786
2020,"TKM",1811.14849629786
2010,"TLS",28.3460436798552
2011,"TLS",29.2550971373284
2012,"TLS",42.5170848948039
2013,"TLS",82.2178356678387
2014,"TLS",65.8058486549195
2015,"TLS",95.3714397166823
2016,"TLS",137.230634047389
2017,"TLS",206.898773616498
2018,"TLS",95.4068376391885
2019,"TLS",164.27023091644
2020,"TLS",163.427583899249
2010,"TON",8.06019742592786
2011,"TON",9.18633981768182
2012,"TON",17.8234668927798
2013,"TON",20.300863752002
2014,"TON",17.437692377437
2015,"TON",15.9778187099084
2016,"TON",12.7496747823041
2017,"TON",10.5668367462417
2018,"TON",10.0323800162245
2019,"TON",10.4812861142677
2020,"TON",13.0438319249048
2010,"TUN",10471.3085796252
2011,"TUN",9549.98537160059
2012,"TUN",9623.57007380021
2013,"TUN",10141.4205365955
2014,"TUN",11167.0184122956
2015,"TUN",12029.9185582204
2016,"TUN",12039.9090311131
2017,"TUN",10501.7928797029
2018,"TUN",10337.3488617379
2019,"TUN",10166.5193537184
2020,"TUN",10179.1959817502
2010,"TUR",190259.074121562
2011,"TUR",185854.293705621
2012,"TUR",186759.155447935
2013,"TUR",204431.857878713
2014,"TUR",201161.623581794
2015,"TUR",197540.674736666
2016,"TUR",203703.53762211
2017,"TUR",192194.387211963
2018,"TUR",180083.718410847
2019,"TUR",181644.424735695
2020,"TUR",185678.384406855
2010,"TZA",6690.28147529252
2011,"TZA",5732.46830839018
2012,"TZA",8334.56851216538
2013,"TZA",8075.60253202439
2014,"TZA",10172.6559657547
2015,"TZA",12117.2360897587
2016,"TZA",11623.7299915967
2017,"TZA",13517.6057830499
2018,"TZA",14164.9582047469
2019,"TZA",14128.2536010506
2020,"TZA",18058.4206012802
2010,"UGA",2231.44064578303
2011,"UGA",3370.41002068312
2012,"UGA",3566.61028284087
2013,"UGA",4721.72609958805
2014,"UGA",6141.83841422582
2015,"UGA",6740.87660232042
2016,"UGA",6199.72365162867
2017,"UGA",5118.86514792321
2018,"UGA",4888.41175677502
2019,"UGA",3788.30761166633
2020,"UGA",4678.6716651119
2010,"UKR",25365.7918889675
2011,"UKR",21686.9490978259
2012,"UKR",23128.4375884749
2013,"UKR",27033.9075661111
2014,"UKR",18815.7757105048
2015,"UKR",14617.8051170465
2016,"UKR",17450.1024306936
2017,"UKR",20663.9155571587
2018,"UKR",23405.4401125724
2019,"UKR",26337.0216885581
2020,"UKR",30526.2147886151
2010,"URY",21598.783989671
2011,"URY",20065.8997870467
2012,"URY",22392.1874110922
2013,"URY",27113.1663913429
2014,"URY",25253.9889966758
2015,"URY",25481.7333160579
2016,"URY",19239.7214902114
2017,"URY",19740.0056989686
2018,"URY",16686.190462397
2019,"URY",13516.5301603315
2020,"URY",9656.66091177182
2010,"USA",2733392.94335079
2011,"USA",2456067.76906466
2012,"USA",2749859.05058801
2013,"USA",2879503.11378541
2014,"USA",3022510.03093664
2015,"USA",3458863.85256549
2016,"USA",3384080.86784044
2017,"USA",3285176.90045103
2018,"USA",3459786.74567462
2019,"USA",3620561.19392738
2020,"USA",3771909.88801385
2010,"UZB",5670.41396172057
2011,"UZB",5890.61216670694
2012,"UZB",8379.15793497573
2013,"UZB",10439.9945419937
2014,"UZB",11699.5068270244
2015,"UZB",11068.9973456472
2016,"UZB",11516.8947836139
2017,"UZB",12069.9054134929
2018,"UZB",7354.56932450275
2019,"UZB",7231.99585057188
2020,"UZB",9405.27880423107
2010,"VEN",32043.7563747581
2011,"VEN",36374.6722593642
2012,"VEN",35627.4585648706
2013,"VEN",18481.0289492568
2014,"VEN",17067.6176131774
2015,"VEN",27918.9067522854
2016,"VEN",27918.9067522854
2017,"VEN",27918.9067522854
2018,"VEN",27918.9067522854
2019,"VEN",27918.9067522854
2020,"VEN",27918.9067522854
2010,"VNM",81954.9268640243
2011,"VNM",78312.4827432614
2012,"VNM",89478.3049119961
2013,"VNM",92832.9057367205
2014,"VNM",100554.133962317
2015,"VNM",111568.140508418
2016,"VNM",115867.462574805
2017,"VNM",116741.008170109
2018,"VNM",123147.146599586
2019,"VNM",138186.79293808
2020,"VNM",138328.457378519
2010,"VUT",36.0141642669047
2011,"VUT",59.1224933217793
2012,"VUT",45.9533243406802
2013,"VUT",42.1712747582872
2014,"VUT",42.1211553775168
2015,"VUT",50.4875594108847
2016,"VUT",59.4581990604613
2017,"VUT",54.7788108664367
2018,"VUT",55.3856957281725
2019,"VUT",79.3560412002077
2020,"VUT",76.9261628828264
2010,"WSM",56.7015062306173
2011,"WSM",52.0651216228631
2012,"WSM",84.1932881504646
2013,"WSM",61.9785282852227
2014,"WSM",152.947678857354
2015,"WSM",95.3101462768808
2016,"WSM",87.3140828021644
2017,"WSM",93.0884351616846
2018,"WSM",91.2314025494664
2019,"WSM",84.8212818444406
2020,"WSM",82.1210105966554
2010,"YEM",4183.41110825077
2011,"YEM",2669.0004756106
2012,"YEM",4998.02344368949
2013,"YEM",7301.76690765463
2014,"YEM",5599.46926892872
2015,"YEM",2417.65804319309
2016,"YEM",4131.24534582308
2017,"YEM",2104.25521614747
2018,"YEM",3606.51050093866
2019,"YEM",4112.37114558183
2020,"YEM",4112.37114558183
2010,"ZAF",79824.2707563711
2011,"ZAF",78001.081612409
2012,"ZAF",80649.3131569857
2013,"ZAF",79381.0354588946
2014,"ZAF",76705.0795325441
2015,"ZAF",75306.0732612088
2016,"ZAF",67046.9486543013
2017,"ZAF",76632.2741043163
2018,"ZAF",77693.1076578454
2019,"ZAF",77546.1079407493
2020,"ZAF",70288.7868684823
2010,"ZMB",2465.4041545141
2011,"ZMB",2177.35640236261
2012,"ZMB",2998.15502899616
2013,"ZMB",3412.23948780038
2014,"ZMB",3300.96867792925
2015,"ZMB",2499.10999407193
2016,"ZMB",2298.97927647808
2017,"ZMB",3018.10835262684
2018,"ZMB",3037.82223762425
2019,"ZMB",3156.84450150371
2020,"ZMB",3592.7702254047
2010,"ZWE",1609.11042015782
2011,"ZWE",1607.20762820752
2012,"ZWE",3100.32390046406
2013,"ZWE",3128.1828563583
2014,"ZWE",3343.15349333899
2015,"ZWE",4747.23469216296
2016,"ZWE",4813.10060569938
2017,"ZWE",4189.7164111805
2018,"ZWE",4036.7154168432
2019,"ZWE",3830.60995662952
2020,"ZWE",3368.80853433494
